critic_loss,policy_loss,steps,walltime
3.920573295600341,0.5,1,0
3.9189446799546728,0.5,4,1.0649025440216064
3.919265075387465,0.5,7,2.107898712158203
3.914918834595138,0.5,10,3.1607842445373535
3.9134488983450604,0.5,13,4.218722105026245
3.9176476944311354,0.5,16,5.261765003204346
3.9168253616744857,0.5,19,6.31297492980957
3.916608744002839,0.5,22,7.360226631164551
3.916328634518253,0.5,25,8.412320375442505
3.916046869729759,0.5,28,9.496939897537231
3.911978544979105,0.5,31,10.555881977081299
3.9114982393302276,0.5,34,11.623918294906616
3.916331934240473,0.5,37,12.67601752281189
3.915991908748267,0.5,40,13.748063802719116
3.915851171425887,0.5,43,14.822376728057861
3.9115105814133333,0.5,46,15.861515760421753
3.9097463316415566,0.5,49,16.913376092910767
3.9159533071635155,0.5,52,17.981301307678223
3.9111669553339494,0.5,55,19.03840661048889
3.910464764050491,0.5,58,20.093750476837158
3.9029720438690756,0.5,61,21.156579971313477
3.9160530245075167,0.5,64,22.228580236434937
3.903285368620403,0.5,67,23.290770530700684
3.900219912330166,0.5,70,24.364349603652954
3.912576309318835,0.5,73,25.429229736328125
3.9068502955647713,0.5,76,26.481360912322998
3.917340966539891,0.5,79,27.55069613456726
3.9168986072853134,0.5,82,28.638222455978394
3.904967509197132,0.5,85,29.702454328536987
3.915342607733341,0.5,88,30.7561776638031
3.9044867361411004,0.5,91,31.828941583633423
3.905267728340533,0.5,94,32.92490291595459
3.917144047561707,0.5,97,33.97964525222778
3.9167000532883636,0.5,100,35.03833770751953
3.9163427608806867,0.5,103,36.126309633255005
3.9188319826062594,0.5,106,37.185863733291626
3.90984409042163,0.5,109,38.24512839317322
3.9184963562272195,0.5,112,39.289328813552856
3.9181122811053513,0.5,115,40.34049654006958
3.9188412388095033,0.5,118,41.39965057373047
3.8979832559865795,0.5,121,42.442070722579956
3.9178126838381577,0.5,124,43.49895477294922
3.917853970279201,0.5,127,44.56470727920532
3.9181318160389305,0.5,130,45.60775661468506
3.917695435043699,0.5,133,46.64401125907898
3.914950439638676,0.5,136,47.69500374794006
3.914711532653685,0.5,139,48.756436347961426
3.91570976392755,0.5,142,49.82416272163391
3.913346365027367,0.5,145,50.90826368331909
3.9129074616882633,0.5,148,51.969472885131836
3.9145700928960663,0.5,151,53.00625729560852
3.9171523831777035,0.5,154,54.05937051773071
3.9139172753319666,0.5,157,55.136720418930054
3.9144915992010145,0.5,160,56.19515085220337
3.9172894700653207,0.5,163,57.24889588356018
3.917153350043775,0.5,166,58.31075191497803
3.8905561496286296,0.5,169,59.36348032951355
3.9036312074704034,0.49990431030522864,172,60.412177324295044
3.9103173850415556,0.5,175,61.45012402534485
3.9192048259085834,0.5,178,62.50807976722717
3.9177479001103515,0.5,181,63.55856418609619
3.917489826460201,0.5,184,64.65215039253235
3.9173649472497623,0.5,187,65.72624778747559
3.9174006823793297,0.5,190,66.77949500083923
3.9170624701482244,0.5,193,67.83940744400024
3.913991392812463,0.5,196,68.8936128616333
3.917628835637074,0.5,199,69.9675440788269
3.9153290998785435,0.5,202,71.07543587684631
3.9175058721525398,0.5,205,72.17776703834534
3.9130003273706624,0.5,208,73.26618885993958
3.9180297560029276,0.5,211,74.3955750465393
3.9172729796296855,0.499995161007041,214,75.53065299987793
3.9100612830512436,0.5,217,76.63802003860474
3.917469920104619,0.5,220,77.76337766647339
3.916798088372219,0.5,223,78.88844585418701
3.9154661731544294,0.4999867777573507,226,80.01103496551514
3.9047918448768453,0.5,229,81.13982224464417
3.910603623867106,0.5,232,82.2600347995758
3.889378187308037,0.5,235,83.37425923347473
3.917688292886177,0.5,238,84.47694110870361
3.8975776202301997,0.5,241,85.5875985622406
3.9080809265666065,0.5,244,86.7202558517456
3.915513850802023,0.5,247,87.85068035125732
3.9176428582678655,0.5,250,88.9583842754364
3.917722763604586,0.5,253,90.1112449169159
3.917429363351634,0.5,256,91.22972273826599
3.9062643132935646,0.5,259,92.35907292366028
3.9097531935955483,0.5,262,93.49072551727295
3.9146919292041678,0.5,265,94.62012147903442
3.9180471066284404,0.5,268,95.79225850105286
3.9119649392809,0.4999875597230008,271,96.91698503494263
3.9184143748825084,0.5,274,98.03463244438171
3.917455201422066,0.5,277,99.15924668312073
3.917842148665959,0.49999251499339,280,100.30113458633423
3.9191069724909227,0.4999531878906199,283,101.42771625518799
3.917450784238997,0.4999753552812797,286,102.56830883026123
3.9129525170642037,0.49997116201974245,289,103.68260359764099
3.9182443100983013,0.4999579452204022,292,104.79454040527344
3.9174217380222105,0.49981044989851686,295,105.92014122009277
3.9067677735650443,0.49980524309569185,298,107.07726883888245
3.909381502668543,0.49961434293193274,301,108.22375178337097
3.914320784576736,0.49953308954686565,304,109.35886096954346
3.909011153544526,0.49923608071450754,307,110.49840354919434
3.9048203107522514,0.4995902075831884,310,111.62945055961609
3.9171232375832403,0.4996811833520026,313,112.7565369606018
