average_execution_times,average_service_times,average_transmision_times,average_vehicle_SINRs,average_vehicle_intar_interference,average_vehicle_inter_interference,average_vehicle_interferences,average_wired_transmission_times,cumulative_reward,episode_length,episode_return,episodes,local_rate,offload_rate,service_rate,steps,steps_per_second
6.70177482258857,11.69543961997172,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.36366596976959903,169.63389704550684,300,"[ 34.53410119  42.77853569  29.72141634  32.61633384  37.16177763
  29.56479079  29.62499479  45.0098235   24.75881991 169.63389705]",27,0.13212692117005453,0.8678730788299455,0.5535448686167576,8100,86.51850947292512
6.467691534277997,11.45927275490756,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3615823930160133,170.9413391604955,300,"[ 34.16549069  43.71790521  29.21440477  33.66928871  38.64915566
  31.77934757  27.77544442  46.49201265  24.95196098 170.94133916]",28,0.1331184928111056,0.8668815071888945,0.5624690133862171,8400,83.83608016179151
6.464232648235041,11.457227193770928,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3629957179223327,170.471377702105,300,"[ 33.15075779  44.76309974  30.92019389  32.35247068  40.74298056
  33.62086701  27.91078729  44.67077274  24.60507325 170.4713777 ]",29,0.12245909766980664,0.8775409023301933,0.5577590480912246,8700,87.46959866237242
6.6023364023736635,11.596160073094083,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.36382484310686536,171.21478731107214,300,"[ 34.21624247  44.82027244  29.37834699  29.80201168  43.22144005
  33.80322671  27.00091789  44.06534375  25.7140641  171.21478731]",30,0.12196331184928111,0.8780366881507189,0.5612295488349033,9000,83.66380201081766
6.329836558406127,11.321278754465528,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3614433684458428,174.47546980453328,300,"[ 33.63392212  43.75481566  30.23549052  31.90115321  44.89984891
  31.93069171  27.80936869  46.21565255  26.28773534 174.4754698 ]",31,0.13435795736241943,0.8656420426375806,0.5723847297967278,9300,85.77687685182003
6.286198149333406,11.287772684643768,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3715757076968007,176.28555998095476,300,"[ 36.69277138  43.23371399  28.62154875  30.68940216  45.64826736
  33.46209523  28.46159736  48.72660296  26.8741276  176.28555998]",32,0.11849281110560238,0.8815071888943976,0.579573624194348,9600,84.79312906018258
6.215355200651084,11.212833345462936,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3674793171982824,177.69360995471666,300,"[ 33.59172587  45.20370615  29.79525408  34.47302066  44.98979542
  34.67303037  27.87408351  47.874897    26.81102235 177.69360995]",33,0.11998016856717898,0.880019831432821,0.5820525532969757,9900,83.83227644497761
6.238577717181074,11.23060751613696,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.36203097134232953,174.5227410016884,300,"[ 35.74081581  45.27338059  27.26412451  30.64534843  45.02549429
  34.97528933  27.02194739  47.96997615  25.71885173 174.522741  ]",34,0.1212196331184928,0.8787803668815072,0.572136836886465,10200,86.11355639977802
6.376307538542843,11.375510857304322,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.369204491147927,173.5158395053517,300,"[ 37.63626563  42.71434471  26.17471307  29.41016444  46.43655212
  34.3397651   25.64766325  45.31611506  26.32053197 173.51583951]",35,0.11427863163113534,0.8857213683688646,0.566931085770947,10500,85.70638651568851
6.004711581629961,11.00643755399015,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3717271447466315,173.15059900969342,300,"[ 36.99814635  45.63455267  29.40174927  28.8604813   46.93031453
  33.67502437  25.31504737  44.83553651  25.92501958 173.15059901]",36,0.10386712940009915,0.8961328705999009,0.5681705503222608,10800,82.86890834679421
5.967903617911784,10.971724607819457,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.37382216229413257,176.2034477734168,300,"[ 37.71258941  47.6771973   27.29148923  30.04954503  49.06117841
  34.09540455  24.45305054  46.8042901   25.33801176 176.20344777]",37,0.10163609320773426,0.8983639067922657,0.5768468021814576,11100,86.10294379285332
6.353030109018528,11.364945437872308,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.38191650124023824,174.35543877776854,300,"[ 36.99995472  49.29021174  27.49865526  30.29609302  46.3396863
  33.73560946  25.04364336  46.26517444  25.3896876  174.35543878]",38,0.09742191373326722,0.9025780862667327,0.5718889439762023,11400,81.15787157849262
6.06526583534496,11.071271574820306,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3760069118617816,175.4685858774868,300,"[ 37.55600059  48.90811681  28.38786338  30.29151183  46.42113487
  33.86050341  25.5253864   46.85679052  25.84135959 175.46858588]",39,0.09667823500247893,0.903321764997521,0.5780862667327714,11700,85.93906691089205
6.046124431231711,11.053533136654016,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3774098778087495,174.63798266147342,300,"[ 37.80474557  46.81089714  29.53682909  30.75885545  44.93752137
  35.65874194  26.19193283  45.33205553  25.6651685  174.63798266]",40,0.09593455627169063,0.9040654437283093,0.5758552305404065,12000,85.84464854854124
5.8894980965553145,10.898034652805404,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3785377286365373,178.71289331153875,300,"[ 39.22192978  51.84714367  30.05750783  29.95213966  45.44394304
  34.90381892  25.85724924  47.84321822  26.58919679 178.71289331]",41,0.0969261279127417,0.9030738720872583,0.5852751611303917,12300,83.85503686535245
6.189351657266192,11.195113559340125,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3757630744603835,176.87850262482615,300,"[ 38.60857808  48.61976454  27.3660704   30.08192066  48.23698817
  34.56779655  26.45497929  45.61244953  25.25901867 176.87850262]",42,0.10312345066931086,0.8968765493306892,0.5793257312840853,12600,87.14643133802878
6.18778095365947,11.194471738569476,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3766919572964458,177.61956751109227,300,"[ 38.72185381  49.59658863  30.08773685  30.51908273  47.29337368
  33.91984511  25.74011086  45.66093129  26.23161219 177.61956751]",43,0.09816559246405553,0.9018344075359445,0.5830441249380268,12900,84.80530734101792
6.182167659527023,11.191663642903231,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.37949715576265397,176.56659436624614,300,"[ 38.59230999  50.98055493  29.51525222  30.7320061   46.75980973
  33.92614167  24.98572063  44.68191323  27.44447133 176.56659437]",44,0.0894893406048587,0.9105106593951413,0.579573624194348,13200,83.39593429550058
6.328093543583439,11.339409526200068,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3813171550030692,172.12145532056505,300,"[ 36.26939891  49.1599862   27.87207745  28.90618704  45.80783419
  34.85725921  24.68441076  43.28836983  28.55068499 172.12145532]",45,0.0961824491819534,0.9038175508180466,0.5664352999504214,13500,86.12078224745535
6.238032620762126,11.246064343438809,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.37803289506313237,173.6353962987476,300,"[ 37.93953726  51.29873517  28.11893312  29.38510969  45.40690669
  34.42647431  26.20073916  39.84474925  29.8786943  173.6353963 ]",46,0.09221616261774913,0.9077838373822509,0.5691621219633118,13800,82.95753629623623
6.211694892379511,11.213449329575361,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.371755609582295,170.5156829496613,300,"[ 37.2382674   48.65325958  26.65467855  29.61349465  45.53330488
  32.56220213  24.88875373  41.42804306  27.85986517 170.51568295]",47,0.1036192364898364,0.8963807635101636,0.5572632622706991,14100,85.33026631394135
6.103189180725597,11.105762629068472,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.37257462072931175,178.0335803429457,300,"[ 39.26347208  51.40805333  27.96063333  30.18156018  48.24523471
  33.52068313  26.45036056  42.0888314   28.84948274 178.03358034]",48,0.10312345066931086,0.8968765493306892,0.5820525532969757,14400,84.22105521025625
6.071984602076696,11.081202039769616,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3792186100793749,177.35976659649256,300,"[ 37.63272346  52.08977829  29.41188184  30.53065304  46.9824414
  34.47131984  26.96329428  42.23995925  28.41487289 177.3597666 ]",49,0.09494298463063956,0.9050570153693605,0.579573624194348,14700,80.95032993778753
6.171634580157502,11.175798315467306,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.37416490769625016,173.7827291731317,300,"[ 36.93293848  50.70155694  28.93157289  29.33366624  49.55386279
  33.55578869  27.83151376  36.68930396  27.04629598 173.78272917]",50,0.09667823500247893,0.903321764997521,0.5686663361427863,15000,86.41499168774405
6.342376880432061,11.342579244017923,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3702035359723146,169.35955405104002,300,"[ 35.72216364  47.17508621  28.55529784  30.05346003  49.65969218
  31.77948181  26.48959376  33.13774725  26.72121597 169.35955405]",51,0.10461080813088745,0.8953891918691126,0.5535448686167576,15300,87.37836610965086
6.028767863930995,11.030526266805358,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3717595752608094,175.38528756675038,300,"[ 39.33551444  49.44432508  27.72411522  31.27774331  49.99495958
  32.87064603  26.27177279  36.1264446   28.94373569 175.38528757]",52,0.1036192364898364,0.8963807635101636,0.57436787307883,15600,83.3271382222329
6.147549371595879,11.152380334240886,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3748321350314494,173.78879688852595,300,"[ 38.0395388   52.21998531  28.74332009  31.69236122  47.73503154
  32.44958433  25.00484178  37.74732432  29.29686688 173.78879689]",53,0.09419930589985126,0.9058006941001487,0.5691621219633118,15900,87.09391132956918
6.052719503579902,11.054904269656163,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.37218593846271253,175.40068929178835,300,"[ 38.87452349  52.38078515  28.54235545  31.7522438   49.52670686
  31.70419961  25.94599689  35.15735948  28.34865734 175.40068929]",54,0.1036192364898364,0.8963807635101636,0.5751115518096183,16200,84.82719817775639
6.1233165336682855,11.124049043213853,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3707336819320129,176.07679331762137,300,"[ 40.45243604  56.02025385  26.6907897   31.34418377  50.6294425
  32.17005432  27.00465047  33.05923267  28.43564635 176.07679332]",55,0.0946950917203768,0.9053049082796232,0.5761031234506693,16500,84.31117130497493
6.331741325713355,11.330253059191824,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.368512905864912,173.84979398826135,300,"[ 39.8726322   54.45284552  25.27328983  30.66202128  48.76624293
  30.53876527  27.16357782  34.58149384  28.07083963 173.84979399]",56,0.10411502231036192,0.895884977689638,0.5689142290530491,16800,80.17509552837369
6.303373083512585,11.30572379455994,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3723518834337919,173.48086489533856,300,"[ 39.07895907  55.88502373  25.18345484  32.80411185  48.97956067
  30.55617911  26.78589342  33.42770676  28.1064329  173.4808649 ]",57,0.09568666336142786,0.9043133366385722,0.5686663361427863,17100,75.92685048780461
6.0787252310759845,11.077252358413382,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3685282997238386,176.1478469415002,300,"[ 38.88001073  58.58315188  24.61877691  30.96661275  50.73559956
  32.65201452  25.49073848  34.04256941  27.4833089  176.14784694]",58,0.10039662865642042,0.8996033713435796,0.5770946950917204,17400,77.16477594370213
6.1886384334946,11.183001254288481,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3643639931803319,172.29107600345972,300,"[ 37.48526279  55.21372917  24.14688644  31.29597816  49.68920703
  31.60110781  27.22640047  31.45365824  25.98571237 172.291076  ]",59,0.10981655924640556,0.8901834407535945,0.5612295488349033,17700,78.31262284083313
5.7830611353838215,10.774396265051795,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.36133630205443945,178.55832482361117,300,"[ 41.84756105  55.29064111  25.62300272  33.06800033  50.76651458
  33.35646191  26.69591511  33.87466666  26.66201639 178.55832482]",60,0.10485870104115022,0.8951412989588498,0.5830441249380268,18000,73.84295126454371
5.839436132269577,10.834369181105291,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3649342212221719,178.61331150359788,300,"[ 38.79714929  57.77635819  25.54157858  31.72657595  49.43271199
  33.64225337  27.88955037  36.09427379  26.24844936 178.6133115 ]",61,0.10535448686167576,0.8946455131383242,0.5832920178482895,18300,76.86256342442799
5.731562151777012,10.724774359872157,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3632133804815749,177.93005695714675,300,"[ 40.47939986  55.90437943  24.64950806  30.89343383  47.60998873
  31.89123615  28.55554196  35.76560655  28.24539161 177.93005696]",62,0.10882498760535449,0.8911750123946455,0.5820525532969757,18600,75.68307869585529
5.878366272098896,10.873953603039014,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3655885033265666,175.31553358492224,300,"[ 38.63299994  56.76934922  22.6090976   30.69353401  49.20529837
  34.34203851  25.93827287  33.08609543  27.49362755 175.31553358]",63,0.10585027268220129,0.8941497273177987,0.5756073376301438,18900,77.71080151875253
5.7905702229584355,10.77940359310388,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3588345425318871,178.50674278421954,300,"[ 36.87897453  56.74820582  25.86250324  31.84340487  48.67933083
  37.28247703  27.21664591  33.8639627   28.32614099 178.50674278]",64,0.11303916707982152,0.8869608329201785,0.5835399107585523,19200,78.38560530456786
6.117861878303585,11.107583287129415,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.35972258121228395,173.38604796905872,300,"[ 33.93218517  55.63501138  24.14880085  32.54834199  50.60424133
  33.23721714  27.67237751  33.55090841  27.4149727  173.38604797]",65,0.11427863163113534,0.8857213683688646,0.5691621219633118,19500,77.87247181133577
6.4402400802217,11.42108122714563,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.35084231931037796,168.68127360255852,300,"[ 33.26613769  55.66027558  24.84316092  32.2250762   49.18352149
  31.11008457  24.69610213  30.02214086  26.94410727 168.6812736 ]",66,0.12518591968269707,0.8748140803173029,0.5523054040654437,19800,86.60940297118515
6.389926453005342,11.368357773705398,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3484324930865099,171.42342470910577,300,"[ 34.29956923  53.68872058  24.53394256  32.17445683  53.28106843
  32.49317283  27.48720203  29.43686286  27.21973801 171.42342471]",67,0.12369856222112048,0.8763014377788795,0.5612295488349033,20100,87.28947934163446
6.199988574653919,11.184455384632912,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3544679823654417,172.49102995817384,300,"[ 31.79254478  57.05301786  23.96490649  33.40489767  50.8604605
  31.35583571  27.73205521  30.45381495  28.15695946 172.49102996]",68,0.11973227565691621,0.8802677243430838,0.5659395141298958,20400,76.36132321389537
6.405835161628974,11.390703164795294,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.35486917555275455,169.88418775926513,300,"[ 33.11819373  56.08277083  25.67607578  31.77704372  51.90177629
  31.5194162   28.18062103  28.35075597  24.9347555  169.88418776]",69,0.12047595438770452,0.8795240456122955,0.5587506197322757,20700,76.83227762248997
6.251517799145834,11.236989736147288,4.6299988276135515,46.56765729179872,1.987663967554149e-07,7.133544623364909e-09,2.0589994137877962e-07,0.3554731093878982,171.9917344523382,300,"[ 33.89096126  56.8856225   25.42685908  31.42216677  53.93308549
  30.93796264  27.49422111  30.11333458  24.63535161 171.99173445]",70,0.11973227565691621,0.8802677243430838,0.5607337630143778,21000,77.39847768191937
